,reviewID,cust_travel_type,travel_custer_no,custCountry,countryRegion,star_rating,comment,Concept_bed,Concept_easy,Concept_bad,Concept_small,Concept_place,Concept_easy to access,Concept_expensive,Concept_wifi,Concept_like,Concept_night,Concept_helpful,Concept_pool,Concept_problem,Concept_singapore,Concept_comfortable,Concept_old,Concept_friendly,Concept_pleasant,Concept_would recommend,Concept_satisfied,Concept_hotel,Concept_quiet,Concept_service,Concept_location,Concept_excellent,Concept_large,Concept_check in,Concept_good,Concept_convenient,Concept_clean,Concept_price,Concept_time,Concept_relaxing,Concept_restaurants,Concept_stay,Concept_breakfast,Concept_room,Concept_fast,Concept_food,Concept_staff,Concept_family,Concept_bath room,Concept_shopping,Concept_experience,Concept_free,Concept_mrt,Concept_better,Concept_roomy,Concept_nearby,Concept_swimming pool
7614,4883,Couples,1.0,Malaysia,South East Asia,8.3,"good...clean..late check out at 2pm..easy to shopping place,,night drinks near by..food at braekfast is good..",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7623,5705,Couples,1.0,Malaysia,South East Asia,2.7,Not that great as they did not provide us the bed we requested,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7641,3010,Business Travelers,2.0,Malaysia,South East Asia,6.0,"convenience & shopping mall nearby like SimLim Square, SimLim Tower for PC notebook electronic parts",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7650,2400,Business Travelers,2.0,South Korea,East Asia,7.7,this hotal is very good clean room and near centar but internet pay money is not good condition,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7659,3099,Couples,1.0,Malaysia,South East Asia,7.0,"The hotel could do with a spruce up as it is showing it's age, nevertheless the room was large and comfortable. The bathroom needs redesigning as a shower in the bath inevitably spill over and the bathroom floor was constantly wet. The hotel is close enough to the major Orchard Road shopping area, yet far enough to be away from the hustle, bustle and noise. There are two excellent Japanese restaurants on the premises (independent from the hotel). and are must trys!",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7686,2677,Couples,1.0,Australia,Oceania,9.0,Very Nice stop over. Nice end of town. Close to shopping and sight seeing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7695,4658,Couples,1.0,Singapore,South East Asia,7.3,Booked a deluxe room but got upgraded to a suite on the 4th floor. Spacious but the windows are small and frosted and can't look out makes it dull. Small pool but can use facilities at Hard Rock Hotel. Close to everything.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7704,5225,Couples,1.0,Australia,Oceania,8.3,"i always stay in Singapore every time when i am here. it's not a super modern hotel but at least it's close to everywhere. easy walking distance to the station. check in and check out was very quick. the internet works so well and no complaints at well. staff are very friendly and nice. the food served at club lounge was fresh and quality was quite good. I enjoyed my stay. the bed is very comfortable. yes, i will stay again.",1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
7713,5429,Business Travelers,2.0,Canada,North America,6.3,"the room was nice, the bell staff were pretty poor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7722,4692,Families with Young Children,4.0,Hong Kong,East Asia,8.3,"By the time I checked in, it was already midnight, so I did not walk around. In the morning, I figured out it was so close to the major attractions. Location is excellent. No idea about the food since I did not try it out.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7740,5351,Families with Older Children,3.0,Indonesia,South East Asia,9.0,"i highly recommend friends to stay : close to MRT and Bugis shopping area , comfort and large room",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7749,5270,Solo travelers,6.0,Indonesia,South East Asia,7.7,"Check in was lightning fast. I was offered to top up another $20 to try their newly renovated rooms, and I did. I don't know how their old rooms were so I cannot give any constructive comparison between the old and new rooms. Hotel is very close to Bugis Junction shopping centre and Bugis MRT, which makes life so much easier.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7767,884,Business Travelers,2.0,Russia,Europe,9.7,"Very quick check in, free wifi, easy access to MRT and supermarkets, close to night clubs",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
7776,5141,Families with Older Children,3.0,Thailand,South East Asia,6.7,"I have a good stay. However, we booked for 3 people in 1 Deluxe room, with extra bed, but the staff took us to superior room and no extra bed prepared. We have to claim at reception at 10pm. They changed us the room which is deluxe room and the maid came to prepare extra bed in a while. It will be better if they well prepared the room that we booked so we are quite not impressed much. As well as the internet, hard to connect. And the smell on first floor and at reception floor made me headache.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7785,2678,Couples,1.0,Australia,Oceania,8.0,"Close walk to the MRT Station, Large and very Comfortable room with king size bed. Very friendly staff who were very happy to assist us. The food at this hotel was really nice and option of a few restaurants within the hotel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7794,3380,Families with Young Children,4.0,Indonesia,South East Asia,8.3,"Nice staff,but the bed is not comfort very hard,nice hotel n very clean",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7812,1075,Groups,5.0,Singapore,South East Asia,7.0,"Room and toilet was large but the hotel exterior and room decoration needs massive renovation. for a 5 star hotel, the interior is dated. Hotel is just above City Hall MRT Station with abundance of shopping and dining options for both locals and tourists. Close to the Marine Bay Sands Integrated Resort and Esplanade.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7821,3389,Business Travelers,2.0,Malaysia,South East Asia,7.0,Very near to MRT and shopping complex. One could just walk across the hotel to find a shopping complex. Food is not an issue as it is suitate in Little India. The hotel room is clean and spacious.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
7830,5007,Families with Young Children,4.0,Indonesia,South East Asia,7.7,"It was very good, the staffs were very helpful and it was a quiet surrounding hotel, looking forward to stay there next time",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7839,363,Families with Young Children,4.0,Indonesia,South East Asia,9.3,this hotel is centrally located at shopping area. they provide high speed wifi and the room also very clean. But the swimming pool is very small,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7857,376,Couples,1.0,Malaysia,South East Asia,9.3,this hotel is centrally located at shopping area. they provide high speed wifi and the room also very clean. But the swimming pool is very small,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7866,514,Solo travelers,6.0,Malaysia,South East Asia,5.7,"I have to change the 1st room as it was smelly and a non functioning tv, the second room that was changed to us, unfortunately the mini fridge not functioning, thus it was changed to another one. The room was a bit old but it was clean. Breakfast was below expectation. Not worth its value. Free WIFI was only available at the lobby. I felt cheated as it was stated free wifi in the hotel facilities. Besides its location and friendly staffs, I may not highly recommended to my friends.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7875,4404,Couples,1.0,Australia,Oceania,7.7,"the Hotel is walking distance to Orchard Rd shops, but it also caters for students who can be quite loud.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7884,3782,Business Travelers,2.0,Taiwan,East Asia,7.0,"The hotel is quite nice, at a great location, and affordable price. They have WIFI now but you have to ask for the access code every 24 hrs. That's a bit annoying.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7902,4026,Business Travelers,2.0,Malaysia,South East Asia,7.7,"centrally located, nice room and attentive staff. will recommend this place for business travellers as there are a lot of food options around",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7911,1370,Business Travelers,2.0,Malaysia,South East Asia,5.3,"Not enough car parking slots as renovation going on. Had to park in a private car park where I had to incur additional expense which was unexpected. This was not disclosed when making the room reservation . Given that its a 5 star hotel, one would expect hotel to provide parking facilities or refund the expense incurred. Instead the manager spends her time arguing that its not their policy to pay. I pointed out that all other 5 star international hotels have their own car parks unlike Concorde. She then relents by 'upgrading' my room. Having stayed here several times before, i noticed This upgraded room entitles one to fre breakfast but that was declined. The 'upgraded' room is similar to a standard room except now its on the 9th floor. All in- bad experience w reception staff and manager- both with glum looks.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7920,3756,Couples,1.0,Vietnam,South East Asia,6.7,Small but clean room. This hotel is very near to Sim Lim and around 0.5km to MRT so while convenient location,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
7929,2285,Solo travelers,6.0,Singapore,South East Asia,6.0,"This is a price reasonable for Singapore standard. Centrally located at all major attraction. The hotel is new, rooms are bit small but clean and comfortable. Strongly recommend to those who go for long stay due to a butget price.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7947,790,Families with Young Children,4.0,Indonesia,South East Asia,7.3,It is quite good with friendly staff. But on my last night there was cockroach in my room.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7956,2881,Business Travelers,2.0,Malaysia,South East Asia,8.0,Great hotel for me as business traveler with all those mentioned reason.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7965,2331,Couples,1.0,Malaysia,South East Asia,7.0,"We feel welcome when we first saw the ""living room"" set up in front of the reception at Basement 1. Besides that, the handicapped platform lift is provided to assist wheelchair user for easy access from street level to basement level where most of the facilities are including a restaurant. For our Deluxe Room, there is a comfy king size bed in it and the our room is clean. In short, we enjoy our stay at this 3 star hotel.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7974,3496,Solo travelers,6.0,Singapore,South East Asia,8.3,I enjoyed the ambience and convenience of the hotel.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7983,4515,Families with Older Children,3.0,United Kingdom,Europe,8.0,"Comfort, near attraction travelling points, near casino, good restaurants near-by, big shopping mall just across the sea.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7992,863,Business Travelers,2.0,Malaysia,South East Asia,8.3,"Is comfortable and the staff is very friendly and efficient ! For those who driving , this hotel provide free car park and the internet access is excellent !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8001,3654,Families with Young Children,4.0,Australia,Oceania,7.0,"The Equarius hotel is new and nice. It has large size rooms and bathrooms. The staff are helpful and friendly. Although the Equarius Hotel is located within the resorts world complex, you cannot walk directly from the hotel into the main area of resorts world where all the attractions and restaurants are located. Instead you must take a shuttle bus, which runs at approximately 15 minute intervals. I found this to be incredibly inconvenient. If you are planning to stay at resorts world and want ready access to attractions, then I would suggest staying at Festive Towers, Hard Rock Hotel or Hotel Michael.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8010,5094,Couples,1.0,China,East Asia,8.0,The wifi connection is not good at all. We only can recieve the signal when keep the door open. The staff changed the room for us but still the same.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8019,4640,Business Travelers,2.0,Malaysia,South East Asia,7.7,"The rate provided in Agoda made this hotel stay a truly value for money offer. The room is comfortable and tastefully decorated. The location of the hotel is excellent as it is closed to shopping hubs, casino, entertainment, restaurants, etc. Highly recommended for families as there are sufficient entertainment to keep the children occupied. The complimentary shutter service makes it convenient for those who wish to shop outside of the hotel. The hotel is located in the same building as the casino and there is no need to venture out of the building for entertainment and fun.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
8028,903,Solo travelers,6.0,Indonesia,South East Asia,7.7,nice hotel with centrally located and great value for family holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8046,5159,Families with Older Children,3.0,Malaysia,South East Asia,7.3,"Friendly and accommodating staff / comfortable rooms and upgraded / early check in, late checkout / nearness to MRT, bus stops / plenty of halal and fast food / central location ... what more can you ask for. However taxi drivers were not familiar with the name of the hotel until we mentioned Golden Landmark.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
8055,2706,Couples,1.0,Indonesia,South East Asia,7.3,"in 26 oct i already stay in this hotel for one day, unfortunately my flight has change. and when i ask to customer service for extend the room, the hotel charges me SGD320 but i use agoda.com its only SGD 210, so thank you agoda, you give me nice rate. the room so far so good, i like this hotel, mear to marina, near to bugis.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8064,744,Families with Young Children,4.0,Indonesia,South East Asia,6.3,"We enjoy to stay at v, and this second time we stay at v",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8073,2198,Solo travelers,6.0,Indonesia,South East Asia,7.7,Comfort pillow nice bathroom opposite bus stop. Just 5 min to orchard road by bus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8082,2248,Families with Young Children,4.0,Malaysia,South East Asia,7.0,Hotel is clean and the design is beautiful. Suitable for family.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8100,1449,Couples,1.0,Singapore,South East Asia,7.7,My stay is a pleasant one. The surrounding is quiet and yet close to local food eateries.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8109,4493,Business Travelers,2.0,Malaysia,South East Asia,7.3,"There's one unpleasant experience with Hotel Michael is the settings are always different. We have few colleagues staying in the same hotel last time round, there's always something missing or did not replenish for our rooms, e.g. 2 rooms are missing with clock & pen which the other rooms had. This time round, our stay, both my colleague & my room missing hand & floor towel and my colleague room is even worst, clock & slipper missing and iron has a crack iron plate that caused a torn to my colleague's shirt when he iron his shirt. He called the customer service desk, but there were late in delivering the slipper and check on the iron.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8118,4366,Families with Older Children,3.0,Myanmar,South East Asia,8.3,"Fast check in and out service, fast wi-fi, spacious room and bathroom, very clean room. Breakfast was ok. Overall among 4 stars nearby, it offered reasonable price.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0
8136,3825,Couples,1.0,Malaysia,South East Asia,4.7,Standard dropping down; compared to last time Front desk staff not friendly enough; shouldn't let trainee to serve customer if they are not ready,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8154,1174,Business Travelers,2.0,Malaysia,South East Asia,8.0,"Excellent and will come back to stay again. Highly recommended for al type of traveller to stay. Excellent location and friendly services and staff. It is hotel within the shopping centre, fun, and have a great nite life. The location is situated in the main shopping and transportation hub make it the best deal you gonna have in Singapore",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8163,3917,Couples,1.0,Malaysia,South East Asia,4.7,standard dropping down; compared to last time front desk staff not friendly enough; shouldn't let trainee to serve customer if they are not ready,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8181,1446,Couples,1.0,Hong Kong,East Asia,7.7,"A nice and comfortable hotel, recommend for staying. Although it is a bit far from MRT station, there is free shutlle bus service.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8190,429,Couples,1.0,India,South Asia,8.0,Nice location with proximity to restaurants and MRT Breakfast menu monotonous Weak wifi signals in corner premium rooms,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8244,1078,Families with Young Children,4.0,Malaysia,South East Asia,9.0,"I adored the location for this hotel as well as the super comfy beds. However, the lobby area is rather busy, somewhat akin to a bus station. Perhaps the school holidays could be the reason. Comfortable beds and shopping a stones throw away. The MRT station is within walking distance and plenty of restaurants. Nightlife is across the road or at the roof. Overall, a wonderful stay.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8253,1424,Solo travelers,6.0,Malaysia,South East Asia,9.0,Good rooms and service and pricing but only down side is it's far away from the train station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8262,1350,Families with Young Children,4.0,Oman,Middle East,7.0,"it was good but not that expactiation in my mind, good location for shoping nice walking street, nice resturante.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8271,285,Couples,1.0,Philippines,South East Asia,8.0,It was pleasant and comfortable. Room was big enough for us and the bathroom is large. Internet facilities is very good.. It is very accessible to shopping area and restaurants. Transportation is also accessible. Food is ok although the buffet restaurant is quiet expensive. Service is good and the staff are friendly and easy to talk to. Amenities are also good.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
